Algorithm,K,GFLOPS
csr_adaptive_personalizzato,32,9.185270
csr_adaptive_personalizzato,32,9.027256
csr_adaptive_personalizzato,64,15.211099
csr_adaptive_personalizzato,64,15.372192
csr_adaptive_personalizzato,64,15.547529
csr_adaptive_personalizzato,64,15.185029
csr_adaptive_personalizzato,64,15.313984
csr_adaptive_personalizzato,64,15.180066
csr_adaptive_personalizzato,64,15.101845
csr_adaptive_personalizzato,64,15.205817
csr_adaptive_personalizzato,64,15.201369
csr_adaptive_personalizzato,64,15.192103
