Algorithm,K,GFLOPS
csr_adaptive_personalizzato,32,13.883951
csr_adaptive_personalizzato,32,12.537346
csr_adaptive_personalizzato,32,12.707345
csr_adaptive_personalizzato,32,13.001156
csr_adaptive_personalizzato,32,12.151270
csr_adaptive_personalizzato,32,13.215041
csr_adaptive_personalizzato,64,20.672794
csr_adaptive_personalizzato,64,20.672794
csr_adaptive_personalizzato,64,21.472078
csr_adaptive_personalizzato,64,21.461833
csr_adaptive_personalizzato,64,20.578224
csr_adaptive_personalizzato,64,20.672794
csr_adaptive_personalizzato,64,21.319431
csr_adaptive_personalizzato,64,20.578224
csr_adaptive_personalizzato,64,22.029384
csr_adaptive_personalizzato,64,21.299242
