Algorithm,K,GFLOPS
csr_adaptive_personalizzato,12,258.620423
csr_adaptive_personalizzato,16,273.262587
csr_adaptive_personalizzato,16,273.729926
csr_adaptive_personalizzato,16,273.470398
csr_adaptive_personalizzato,16,273.995361
csr_adaptive_personalizzato,16,272.702821
csr_adaptive_personalizzato,16,273.357013
csr_adaptive_personalizzato,16,273.851753
csr_adaptive_personalizzato,16,272.796861
csr_adaptive_personalizzato,16,271.494275
csr_adaptive_personalizzato,16,273.803009
csr_adaptive_personalizzato,32,280.183462
csr_adaptive_personalizzato,32,279.971001
csr_adaptive_personalizzato,32,279.852162
csr_adaptive_personalizzato,32,279.917230
csr_adaptive_personalizzato,32,280.082869
csr_adaptive_personalizzato,32,279.857810
csr_adaptive_personalizzato,32,280.301166
csr_adaptive_personalizzato,32,280.060201
csr_adaptive_personalizzato,32,279.929964
csr_adaptive_personalizzato,32,280.142363
csr_adaptive_personalizzato,64,280.099862
csr_adaptive_personalizzato,64,274.120821
csr_adaptive_personalizzato,64,280.368578
csr_adaptive_personalizzato,64,280.279182
csr_adaptive_personalizzato,64,280.129609
csr_adaptive_personalizzato,64,280.342333
csr_adaptive_personalizzato,64,280.266415
csr_adaptive_personalizzato,64,280.279182
csr_adaptive_personalizzato,64,280.049586
csr_adaptive_personalizzato,64,280.055959
